Date,Open,High,Low,Close,pct_ch,abs_price,Number
2010-04-28,9.401786,9.428571,9.1575,9.342857,-2.3191064935064984,2.3191064935064984,1
2002-07-15,0.31125,0.332143,0.300179,0.325536,-4.754181635688185,4.754181635688185,2
2021-04-06,126.5,127.129997,125.650002,126.209999,2.8455284552845526,2.8455284552845526,3
2005-11-02,2.061429,2.142857,2.057143,2.141071,0.22574054860350934,0.22574054860350934,4
2006-08-29,2.3925,2.402143,2.325714,2.374286,-2.5599943307632955,2.5599943307632955,5
2016-02-09,23.5725,23.985001,23.4825,23.747499,0.2871772085589113,0.2871772085589113,6
2016-01-14,24.49,25.120001,23.934999,24.879999,-2.000800320128051,2.000800320128051,7
2021-06-21,130.300003,132.410004,129.210007,132.300003,-1.130579011412502,1.130579011412502,8
2008-07-11,6.266786,6.325357,6.107143,6.163571,0.7001526863771705,0.7001526863771705,9
2001-12-21,0.375179,0.384643,0.371429,0.375,-2.8212427247837866,2.8212427247837866,10
2003-03-13,0.258393,0.264286,0.253036,0.262857,1.6866910396014105,1.6866910396014105,11
1993-12-21,0.254464,0.256696,0.243304,0.245536,-3.3899913816995766,3.3899913816995766,12
2013-10-14,17.493929,17.770714,17.476786,17.715714,0.038805652815910155,0.038805652815910155,13
1998-09-24,0.33817,0.353237,0.337054,0.34375,2.3650172389263777,2.3650172389263777,14
2002-04-02,0.428571,0.433929,0.42625,0.429821,1.3939656334949104,1.3939656334949104,15
2015-08-10,29.1325,29.997499,29.1325,29.93,1.2160201933820927,1.2160201933820927,16
2019-07-12,50.612499,51.0,50.549999,50.825001,-0.3838016116479189,0.3838016116479189,17
2006-11-15,3.0375,3.067857,3.0,3.001786,0.8298755186721962,0.8298755186721962,18
2020-05-12,79.457497,79.922501,77.727501,77.852501,2.48282458990973,2.48282458990973,19
1999-02-03,0.348214,0.362165,0.345982,0.358817,-4.732800201360814,4.732800201360814,20
2006-07-14,1.875,1.888929,1.791429,1.809643,-0.8686025222199738,0.8686025222199738,21
1995-11-21,0.345982,0.345982,0.33817,0.344866,-3.4268504071077026,3.4268504071077026,22
2007-02-26,3.208571,3.214286,3.128929,3.161071,0.36865151436474497,0.36865151436474497,23
2009-01-06,3.426786,3.470357,3.299643,3.322143,5.730050344469469,5.730050344469469,24
2019-07-02,50.352501,50.782501,50.34,50.682499,1.7633407437348418,1.7633407437348418,25
2019-07-25,52.2225,52.310001,51.682499,51.755001,0.023943689407067814,0.023943689407067814,26
1997-06-12,0.146205,0.146205,0.142857,0.143415,0.769183053160478,0.769183053160478,27
2013-08-05,16.596071,16.809643,16.505358,16.766071,1.7539669990169662,1.7539669990169662,28
2015-03-13,31.1,31.35,30.645,30.897499,1.7670190368788956,1.7670190368788956,29
2001-06-18,0.364464,0.372321,0.357143,0.363036,2.6659154929577547,2.6659154929577547,30
2017-09-07,40.522499,40.560001,40.09,40.314999,0.006167324777888082,0.006167324777888082,31
2009-07-29,5.675,5.730357,5.651786,5.715357,-0.7495290630738157,0.7495290630738157,32
2011-11-30,13.6175,13.652857,13.510714,13.65,1.3745623883288525,1.3745623883288525,33
2007-06-28,4.37,4.374643,4.285714,4.305714,2.264946244208687,2.264946244208687,34
2004-09-27,0.659821,0.678214,0.657679,0.670179,-0.8587063659967343,0.8587063659967343,35
2020-02-05,80.879997,81.190002,79.737503,80.362503,4.814353595356007,4.814353595356007,36
2021-08-31,152.660004,152.800003,151.289993,151.830002,2.7321654347712334,2.7321654347712334,37
2001-11-02,0.330714,0.336786,0.324286,0.331607,5.467023417344085,5.467023417344085,38
2019-01-22,39.102501,39.182499,38.154999,38.325001,0.35288335685870187,0.35288335685870187,39
1995-05-22,0.379464,0.393973,0.377232,0.393973,-2.0174190566442003,2.0174190566442003,40
2007-02-21,3.070714,3.196071,3.07,3.185714,1.3556382715719337,1.3556382715719337,41
2014-05-06,21.492857,21.586071,21.22893,21.22893,1.555914243201883,1.555914243201883,42
2023-03-23,158.830002,161.550003,157.679993,158.929993,-0.2825194643553433,0.2825194643553433,43
2005-07-08,1.3525,1.367143,1.338214,1.366071,1.2837765481440642,1.2837765481440642,44
2020-07-29,93.75,95.230003,93.712502,95.040001,-1.1180234388360533,1.1180234388360533,45
2005-11-07,2.173214,2.2025,2.147857,2.151071,-1.616846897297275,1.616846897297275,46
2000-04-03,1.209821,1.245536,1.155692,1.19029,7.753427244096736,7.753427244096736,47
2018-04-12,43.352501,43.75,43.259998,43.535,0.09235440115439336,0.09235440115439336,48
2007-02-02,3.004286,3.044643,2.989286,3.026786,-1.877988860096692,1.877988860096692,49
2024-03-18,175.570007,177.710007,173.520004,173.720001,1.4855531791907537,1.4855531791907537,50
2008-11-26,3.211429,3.401786,3.208929,3.392857,-3.259808358910891,3.259808358910891,51
1994-04-15,0.279018,0.28125,0.267857,0.270089,-1.5747031557559292,1.5747031557559292,52
2013-08-28,17.357143,17.707144,17.357143,17.532143,-3.3739617323513693,3.3739617323513693,53
1996-09-27,0.198661,0.199777,0.197545,0.199219,-0.5586228644939136,0.5586228644939136,54
1999-12-09,0.991071,0.991071,0.90067,0.939732,-5.7825053213385,5.7825053213385,55
