Date,Open,High,Low,Close,pct_ch,abs_price
1993-01-06,0.542411,0.553571,0.540179,0.551339,4.291957722620542,4.291957722620542
1993-01-07,0.551339,0.558036,0.541295,0.544643,4.219327130645844,4.219327130645844
1993-01-08,0.542411,0.5625,0.533482,0.555804,-1.6193303938230466,1.6193303938230466
1993-01-11,0.553571,0.574777,0.551339,0.572545,1.6392389142979982,1.6392389142979982
1993-01-12,0.560268,0.569196,0.549107,0.549107,0.803160826478403,0.803160826478403
1993-01-13,0.549107,0.571429,0.546875,0.566964,-4.093652027351554,4.093652027351554
1993-01-14,0.571429,0.582589,0.569196,0.580357,4.065145773046046,4.065145773046046
1993-01-15,0.544643,0.555804,0.535714,0.537946,-3.936934267431448,3.936934267431448
1993-01-18,0.53125,0.535714,0.517857,0.53125,-8.46151592898854,8.46151592898854
1993-01-19,0.533482,0.540179,0.529018,0.533482,-0.8298230677428633,0.8298230677428633
1993-01-20,0.533482,0.537946,0.53125,0.535714,0.42014117647059046,0.42014117647059046
1993-01-21,0.533482,0.537946,0.524554,0.535714,0.0,0.0
1993-01-22,0.537946,0.537946,0.526786,0.53125,0.4166402222081207,0.4166402222081207
1993-01-25,0.529018,0.540179,0.529018,0.535714,-1.249920666624362,1.249920666624362
1993-01-26,0.540179,0.553571,0.540179,0.542411,1.680752941176464,1.680752941176464
1993-01-27,0.544643,0.551339,0.524554,0.537946,1.6667475555986897,1.6667475555986897
1993-01-28,0.535714,0.537946,0.529018,0.534598,-1.2346726006662758,1.2346726006662758
1993-01-29,0.537946,0.546875,0.526786,0.53125,0.0,0.0
1993-02-01,0.529018,0.546875,0.529018,0.546875,-1.043774948653012,1.043774948653012
1993-02-02,0.542411,0.549107,0.537946,0.537946,2.100894117647054,2.100894117647054
1993-02-03,0.544643,0.544643,0.522321,0.535714,-0.40813714285714503,0.40813714285714503
1993-02-04,0.535714,0.537946,0.526786,0.53125,-0.41491153387143165,0.41491153387143165
1993-02-05,0.529018,0.53125,0.502232,0.511161,-1.249920666624362,1.249920666624362
1993-02-08,0.508929,0.513393,0.495536,0.504464,-4.201600000000007,4.201600000000007
1993-02-09,0.508929,0.512277,0.504464,0.507813,-0.43665303104110287,0.43665303104110287
1993-02-10,0.508929,0.511161,0.491071,0.497768,0.8850978464270872,0.8850978464270872
1993-02-11,0.497768,0.502232,0.491071,0.492188,-1.9780903600341015,1.9780903600341015
1993-02-12,0.491071,0.495536,0.479911,0.481027,-1.3454058919014498,1.3454058919014498
1993-02-16,0.477679,0.477679,0.459821,0.473214,-2.947857322811607,2.947857322811607
1993-02-17,0.475446,0.482143,0.464286,0.481027,-1.160225933263622,1.160225933263622
1993-02-18,0.491071,0.493304,0.477679,0.491071,3.7735569953551575,3.7735569953551575
1993-02-19,0.493304,0.495536,0.488839,0.491071,2.5522475869337975,2.5522475869337975
1993-02-22,0.491071,0.5,0.488839,0.492188,0.0,0.0
1993-02-23,0.491071,0.493304,0.482143,0.484375,0.0,0.0
1993-02-24,0.465402,0.481027,0.465402,0.478795,-5.442229392020941,5.442229392020941
1993-02-25,0.475446,0.488839,0.475446,0.488839,-1.8434064516129074,1.8434064516129074
1993-02-26,0.484375,0.484375,0.466518,0.473214,1.1654257041113574,1.1654257041113574
1993-03-01,0.473214,0.477679,0.470982,0.475446,-3.1963489001491285,3.1963489001491285
1993-03-02,0.473214,0.486607,0.473214,0.484375,0.0,0.0
1993-03-03,0.482143,0.491071,0.475446,0.487723,1.4085721617176312,1.4085721617176312
1993-03-04,0.486607,0.493304,0.477679,0.491071,0.46080000000000243,0.46080000000000243
1993-03-05,0.488839,0.497768,0.488839,0.491071,0.2288184071696446,0.2288184071696446
1993-03-08,0.491071,0.506696,0.491071,0.504464,0.0,0.0
1993-03-09,0.504464,0.513393,0.504464,0.506696,2.7273041983745823,2.7273041983745823
1993-03-10,0.506696,0.511161,0.5,0.506696,0.4424498081131679,0.4424498081131679
1993-03-11,0.508929,0.511161,0.502232,0.507813,0.4406981701059273,0.4406981701059273
